antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Tournament_Other', 'Goals_Medium'})","frozenset({'Result_Home Win', 'Away_Weak'})",0.10587665873432017,0.43262211107974025,0.056427217359738636,0.532952380952381,1.231912025074807,1.0,0.010622633744027825,1.214818073748517,0.2105455861265032,0.11705153949129854,0.1768314765729993,0.3316915550109658
"frozenset({'Goals_Low', 'Tournament_FIFA World Cup'})","frozenset({'Home_Medium', 'Venue_Home Venue'})",0.10333561892469649,0.45524946557496065,0.05791957407332715,0.5604996096799375,1.2311922408784168,1.0,0.010876088783001281,1.239476793247736,0.20941966781060198,0.11568516877467172,0.19320796851730274,0.3438628109531964
"frozenset({'Away_Weak', 'Tournament_FIFA World Cup'})","frozenset({'Home_Medium', 'Venue_Home Venue'})",0.2003388053079498,0.45524946557496065,0.11220909127576333,0.560096637809543,1.230307073731904,1.0,0.021004957225393084,1.238341375052252,0.234092626700606,0.20650237529691212,0.19246823198667257,0.4032874435614562
"frozenset({'Home_Medium', 'Tournament_FIFA World Cup', 'Venue_Home Venue', 'Away_Weak'})",frozenset({'Result_Home Win'}),0.11220909127576333,0.48162787883676844,0.06643004073730488,0.592020129403307,1.229206521086692,1.0,0.01238701411995765,1.2705825912564845,0.2100348787906647,0.12595594983175282,0.2129594668764542,0.3649741380623435
"frozenset({'Goals_Medium', 'Venue_Home Venue'})",frozenset({'Result_Home Win'}),0.2403097648529827,0.48162787883676844,0.14225789537369418,0.5919771735481705,1.229117332198291,1.0,0.026518013063789522,1.270448826775209,0.24537372549235079,0.24540773726690787,0.21287660004511288,0.4436730353127336
"frozenset({'Away_Weak', 'Goals_Low', 'Tournament_FIFA World Cup'})",frozenset({'Venue_Home Venue'}),0.08248295889968943,0.7174605735489856,0.07272213931351591,0.8816625916870415,1.2288655630591871,1.0,0.01354386831332733,2.3875749053401827,0.2029840610100139,0.1,0.5811649729759915,0.4915115297090481
"frozenset({'Result_Home Win', 'Tournament_Friendly', 'Away_Weak'})","frozenset({'Home_Medium', 'Venue_Home Venue'})",0.14181422175614083,0.45524946557496065,0.07921590771588755,0.5585893060295791,1.2269960719758444,1.0,0.014655059050475469,1.2341126797928086,0.21557274729499085,0.15297141521925386,0.18970121904274806,0.36629739953733764
"frozenset({'Away_Weak', 'Tournament_FIFA World Cup'})",frozenset({'Venue_Home Venue'}),0.2003388053079498,0.7174605735489856,0.17601742427298028,0.8785987517616268,1.2245951682272327,1.0,0.03228223011262005,2.327318957184394,0.22935163789311658,0.23728997879397534,0.5703210353213438,0.5619663423750793
"frozenset({'Home_Medium', 'Goals_Low', 'Tournament_FIFA World Cup'})",frozenset({'Venue_Home Venue'}),0.06606703505021579,0.7174605735489856,0.05791957407332715,0.8766788766788767,1.2219192370980092,1.0,0.010519081213518397,2.2910870323107004,0.19446289357960073,0.07982212340188993,0.5635259656672932,0.4787037288723819
"frozenset({'Home_Medium', 'Tournament_FIFA World Cup'})","frozenset({'Away_Weak', 'Venue_Home Venue'})",0.1541967490824023,0.5958536683741379,0.11220909127576333,0.7277007585665708,1.2212742778813368,1.0,0.020330392683647433,1.4841992562974746,0.21421425699031885,0.1759200708233211,0.32623601867674545,0.4580086409769157
